player_id,player_name,team_name,team_short,position,jersey_number,is_starter,vmax_kmh,threshold_kmh,low_confidence,games_appeared,total_runs,runs_per_game,total_hsr_distance_m,hsr_distance_per_game_m,mean_duration_sec,mean_pct_of_vmax_pct,tournament_peak_speed_kmh,mean_peak_speed_kmh
5065,Christian Nörgaard,Denmark,DEN,CDM,15,false,19.64,14.73,false,1,8,8.0,112.5,112.5,2.89,93.1,20.26,18.29
8058,Paulo Dybala,Argentina,ARG,CF,21,false,17.4,13.05,false,2,16,8.0,154.5,77.2,2.3,91.4,17.64,15.91
6596,Jeremy Sarmiento,Ecuador,ECU,CAM,16,false,20.37,15.28,false,3,24,8.0,279.0,93.0,2.22,96.6,27.47,19.67
13928,Agustin Canobbio,Uruguay,URU,RW,24,false,24.04,18.03,false,1,8,8.0,85.4,85.4,1.79,92.8,24.77,22.32
13861,Bruno Petkovic,Croatia,CRO,CF,16,false,19.37,14.53,false,6,48,8.0,452.4,75.4,1.87,99.2,39.07,19.2
14032,David Wotherspoon,Canada,CAN,CAM,24,false,14.41,10.81,false,1,8,8.0,61.1,61.1,2.18,89.7,14.67,12.92
14012,Haitham Asiri,Saudi Arabia,KSA,CF,25,false,17.93,13.45,false,1,8,8.0,57.5,57.5,1.67,91.1,18.53,16.33
13878,Jerome Mbekeli,Cameroon,CMR,LW,2,false,18.5,13.87,false,1,8,8.0,51.5,51.5,1.38,94.6,22.06,17.5
9980,Daniel-Kofi Kyereh,Ghana,GHA,CAM,8,false,19.92,14.94,false,3,23,7.67,229.5,76.5,2.06,89.8,21.83,17.89
7192,Antoine Semenyo,Ghana,GHA,CF,25,false,24.07,18.05,false,2,15,7.5,169.6,84.8,1.94,92.0,27.55,22.15
12640,Martin Hongla,Cameroon,CMR,CM,18,true,25.09,18.82,false,2,15,7.5,247.5,123.7,2.37,102.2,43.57,25.64
5178,Osman Bukari,Ghana,GHA,RW,11,false,21.38,16.04,false,2,15,7.5,213.8,106.9,2.66,96.2,25.64,20.56
201,Danny Ward,Wales,WAL,GK,12,false,10.86,8.15,false,2,15,7.5,93.9,47.0,1.73,134.2,45.0,14.58
13868,Yahya Jabrane,Morocco,MAR,CDM,26,false,16.15,12.11,false,2,15,7.5,107.9,53.9,1.87,88.0,18.74,14.21
311,Callum Wilson,England,ENG,CF,24,false,23.21,17.41,false,2,15,7.5,146.2,73.1,1.63,97.7,27.39,22.68
13880,Fabian Frei,Switzerland,SUI,CDM,20,false,19.8,14.85,false,2,15,7.5,152.3,76.1,2.11,90.6,21.86,17.94
13817,Jamie Maclaren,Australia,AUS,CF,9,false,19.15,14.36,false,3,22,7.33,259.4,86.5,2.49,93.9,23.64,18.0
7008,Brennan Johnson,Wales,WAL,CF,9,false,19.95,14.97,false,3,22,7.33,252.5,84.2,2.23,97.6,28.45,19.48
8593,Rafael Leao,Portugal,POR,LW,15,false,19.85,14.89,false,4,29,7.25,291.8,72.9,2.01,94.7,25.02,18.79
