player_id,player_name,team_name,team_short,position,jersey_number,vmax_kmh,threshold_kmh,n_games,runs_absolute,runs_relative,run_delta,pct_change,category,runs_per_game_absolute,runs_per_game_relative
14012,Haitham Asiri,Saudi Arabia,KSA,CF,25,17.93,14.34,1,0,6,6,,gained,0.0,6.0
7192,Antoine Semenyo,Ghana,GHA,CF,25,24.07,19.25,2,8,13,5,62.5,gained,4.0,6.5
13973,Hossein Kanaani,Iran,IRN,RCB,13,19.56,15.65,1,3,8,5,166.7,gained,3.0,8.0
4590,Exequiel Palacios,Argentina,ARG,CM,14,19.53,15.62,3,2,7,5,250.0,gained,0.67,2.33
26,Leroy Sané,Germany,GER,LW,19,23.61,18.88,2,12,17,5,41.7,gained,6.0,8.5
14007,Nasser Al-Dawsari,Saudi Arabia,KSA,LB,24,17.42,13.93,1,0,5,5,,gained,0.0,5.0
444,Tariq Lamptey,Ghana,GHA,RB,2,23.07,18.46,2,12,17,5,41.7,gained,6.0,8.5
4105,Wahbi Khazri,Tunisia,TUN,CF,10,22.15,17.72,2,6,11,5,83.3,gained,3.0,5.5
13462,Martín Cáceres,Uruguay,URU,RB,22,22.08,17.66,1,6,11,5,83.3,gained,6.0,11.0
14021,Ghaylen Chaaleli,Tunisia,TUN,CM,18,17.44,13.96,1,0,5,5,,gained,0.0,5.0
6925,Ilias Chair,Morocco,MAR,CAM,13,21.66,17.33,1,4,9,5,125.0,gained,4.0,9.0
8400,Christian Fassnacht,Switzerland,SUI,RM,16,18.18,14.55,1,0,5,5,,gained,0.0,5.0
8584,Fode Ballo-Toure,Senegal,SEN,LB,12,17.15,13.72,1,0,4,4,,gained,0.0,4.0
1340,Shaq Moore,United States,USA,RB,18,20.65,16.52,2,3,7,4,133.3,gained,1.5,3.5
70,Cameron Carter-Vickers,United States,USA,RCB,20,21.08,16.86,1,8,12,4,50.0,gained,8.0,12.0
1812,Luuk de Jong,Netherlands,NED,CF,9,20.09,16.07,1,2,6,4,200.0,gained,2.0,6.0
1665,Ante Budimir,Croatia,CRO,CF,17,22.71,18.17,1,8,12,4,50.0,gained,8.0,12.0
5178,Osman Bukari,Ghana,GHA,RW,11,21.38,17.11,1,6,10,4,66.7,gained,6.0,10.0
328,DeAndre Yedlin,United States,USA,RB,22,22.1,17.68,2,6,10,4,66.7,gained,3.0,5.0
44,Fabinho,Brazil,BRA,CDM,15,22.6,18.08,1,9,13,4,44.4,gained,9.0,13.0
7535,Karol Swiderski,Poland,POL,CF,16,20.98,16.79,1,5,9,4,80.0,gained,5.0,9.0
2071,Alex Telles,Brazil,BRA,LB,16,21.26,17.0,2,5,9,4,80.0,gained,2.5,4.5
13876,Christian Bassogog,Cameroon,CMR,RW,11,20.29,16.24,1,2,6,4,200.0,gained,2.0,6.0
13849,Artur Jedrzejczyk,Poland,POL,RCB,3,15.74,12.59,1,0,4,4,,gained,0.0,4.0
2042,Kamil Grosicki,Poland,POL,LW,11,16.73,13.39,1,0,4,4,,gained,0.0,4.0
13904,Filip Mladenovic,Serbia,SRB,LWB,25,23.25,18.6,1,6,10,4,66.7,gained,6.0,10.0
4316,Enzo Ebosse,Cameroon,CMR,LB,24,23.38,18.7,1,8,12,4,50.0,gained,8.0,12.0
13878,Jerome Mbekeli,Cameroon,CMR,LW,2,18.5,14.8,1,1,5,4,400.0,gained,1.0,5.0
4912,André Silva,Portugal,POR,CF,9,22.7,18.16,1,3,6,3,100.0,gained,3.0,6.0
11843,Issahaku Fatawu,Ghana,GHA,CAM,7,15.49,12.4,1,0,3,3,,gained,0.0,3.0
13873,Pierre Kunde,Cameroon,CMR,CM,15,23.36,18.68,2,11,14,3,27.3,gained,5.5,7.0
3314,Rogelio Funes Mori,Mexico,MEX,CF,11,20.02,16.02,1,0,3,3,,gained,0.0,3.0
13950,Musab Khoder,Qatar,QAT,RB,13,18.44,14.75,1,0,3,3,,gained,0.0,3.0
13964,Ahmed Alaaeldin,Qatar,QAT,CF,7,19.29,15.43,1,0,3,3,,gained,0.0,3.0
13881,Ardon Jashari,Switzerland,SUI,CDM,26,18.83,15.06,1,0,3,3,,gained,0.0,3.0
4689,Youssoufa Moukoko,Germany,GER,CF,26,18.01,14.41,1,0,3,3,,gained,0.0,3.0
13940,Kevin Rodriguez,Ecuador,ECU,CF,26,17.71,14.17,2,0,3,3,,gained,0.0,1.5
3857,Danilo Pereira,Portugal,POR,LCB,13,22.86,18.29,1,8,11,3,37.5,gained,8.0,11.0
8032,Kenneth Taylor,Netherlands,NED,CM,24,19.71,15.77,1,0,3,3,,gained,0.0,3.0
13829,Weverton,Brazil,BRA,GK,12,11.78,9.43,1,0,3,3,,gained,0.0,3.0
4265,Gideon Mensah,Ghana,GHA,LB,14,21.29,17.03,1,5,8,3,60.0,gained,5.0,8.0
4207,Christopher Wooh,Cameroon,CMR,RCB,4,22.13,17.71,1,8,11,3,37.5,gained,8.0,11.0
311,Callum Wilson,England,ENG,CF,24,23.21,18.57,2,8,11,3,37.5,gained,4.0,5.5
13983,Mehdi Torabi,Iran,IRN,LW,16,21.65,17.32,3,6,9,3,50.0,gained,2.0,3.0
7175,Sorba Thomas,Wales,WAL,RW,22,17.4,13.92,1,0,2,2,,gained,0.0,2.0
1836,Maxi Gomez,Uruguay,URU,CF,18,22.53,18.03,2,4,6,2,50.0,gained,2.0,3.0
2005,Kalvin Phillips,England,ENG,CDM,14,20.51,16.41,1,3,5,2,66.7,gained,3.0,5.0
13910,Kyung-won Kwon,South Korea,KOR,LCB,20,22.24,17.8,1,8,10,2,25.0,gained,8.0,10.0
4280,Ui-jo Hwang,South Korea,KOR,CF,16,20.56,16.45,3,9,11,2,22.2,gained,3.0,3.67
13109,Awer Mabil,Australia,AUS,LW,11,24.61,19.69,2,4,6,2,50.0,gained,2.0,3.0
4694,Matthias Ginter,Germany,GER,RCB,4,19.14,15.31,1,0,2,2,,gained,0.0,2.0
13795,Alvaro Zamora,Costa Rica,CRC,LM,26,22.5,18.0,1,6,8,2,33.3,gained,6.0,8.0
3861,Xavi Simons,Netherlands,NED,CAM,25,18.35,14.68,1,1,3,2,200.0,gained,1.0,3.0
13875,Vincent Aboubakar,Cameroon,CMR,CF,10,23.69,18.95,2,11,13,2,18.2,gained,5.5,6.5
13928,Agustin Canobbio,Uruguay,URU,RW,24,24.04,19.23,1,6,8,2,33.3,gained,6.0,8.0
13915,Yu-min Cho,South Korea,KOR,RCB,24,13.69,10.95,1,0,2,2,,gained,0.0,2.0
12776,Filip Djuricic,Serbia,SRB,CAM,21,22.6,18.08,2,4,6,2,50.0,gained,2.0,3.0
13055,Nicolas Jackson,Senegal,SEN,RW,7,23.23,18.58,1,2,4,2,100.0,gained,2.0,4.0
13778,Daniel Chacon,Costa Rica,CRC,CDM,2,10.44,8.35,1,0,2,2,,gained,0.0,2.0
6038,Nuno Mendes,Portugal,POR,LB,19,19.08,15.27,1,1,2,1,100.0,gained,1.0,2.0
3452,Kevin Álvarez,Mexico,MEX,RB,26,23.24,18.6,2,4,5,1,25.0,gained,2.0,2.5
9089,Andreas Skov Olsen,Denmark,DEN,CF,11,24.13,19.3,2,23,24,1,4.3,gained,11.5,12.0
11090,Erick Gutierrez,Mexico,MEX,CM,14,25.84,20.67,1,6,5,-1,-16.7,lost,6.0,5.0
13991,Mohammed Al-Burayk,Saudi Arabia,KSA,RB,6,26.46,21.17,1,7,6,-1,-14.3,lost,7.0,6.0
2075,Facundo Pellistri,Uruguay,URU,RW,8,24.19,19.35,3,23,24,1,4.3,gained,7.67,8.0
385,Jan Bednarek,Poland,POL,RCB,5,12.86,10.29,1,0,1,1,,gained,0.0,1.0
68,Juan Foyth,Argentina,ARG,RB,2,18.45,14.76,1,0,1,1,,gained,0.0,1.0
1895,William Saliba,France,FRA,RCB,17,22.05,17.64,1,2,3,1,50.0,gained,2.0,3.0
13939,Djorkaeff Reasco,Ecuador,ECU,CF,24,20.82,16.66,1,1,2,1,100.0,gained,1.0,2.0
6029,Kristijan Jakic,Croatia,CRO,CDM,26,8.99,7.19,1,0,1,1,,gained,0.0,1.0
13785,Gerson Torres,Costa Rica,CRC,RM,13,21.32,17.06,1,5,6,1,20.0,gained,5.0,6.0
13786,Carlos Martinez,Costa Rica,CRC,RB,16,20.87,16.7,1,4,5,1,25.0,gained,4.0,5.0
1389,Angel Correa,Argentina,ARG,CF,15,20.59,16.48,1,1,2,1,100.0,gained,1.0,2.0
12643,Darko Lazović,Serbia,SRB,LM,22,23.72,18.97,1,6,6,0,0.0,unchanged,6.0,6.0
12640,Martin Hongla,Cameroon,CMR,CM,18,25.09,20.07,2,13,13,0,0.0,unchanged,6.5,6.5
1877,Guido Rodríguez,Argentina,ARG,CDM,18,21.32,17.06,1,6,6,0,0.0,unchanged,6.0,6.0
4607,Lucas Hernández,France,FRA,LB,21,20.77,16.62,1,2,2,0,0.0,unchanged,2.0,2.0
9090,Charles De Ketelaere,Belgium,BEL,CAM,22,23.9,19.12,1,4,4,0,0.0,unchanged,4.0,4.0
8416,Michel Aebischer,Switzerland,SUI,CM,14,25.51,20.41,1,4,4,0,0.0,unchanged,4.0,4.0
1184,Jordan Morris,United States,USA,LW,16,21.29,17.03,1,2,2,0,0.0,unchanged,2.0,2.0
1529,Ansu Fati,Spain,ESP,LW,25,22.24,17.79,2,4,4,0,0.0,unchanged,2.0,2.0
3263,Hannibal Mejbri,Tunisia,TUN,CAM,8,23.56,18.85,1,5,5,0,0.0,unchanged,5.0,5.0
5006,Renato Steffen,Switzerland,SUI,LW,11,25.22,20.18,1,2,2,0,0.0,unchanged,2.0,2.0
9806,Lois Openda,Belgium,BEL,CF,24,21.55,17.24,1,1,1,0,0.0,unchanged,1.0,1.0
